"y" "acc" "duration" "amount" "moral" "intuse"
1 "bad" 36 4.805121 1 1
1 "bad" 24 0.6871763 1 0
1 "no" 48 5.264772 1 1
1 "bad" 18 1.073713 1 1
1 "no" 24 2.462893 1 0
1 "good" 48 5.925873 1 1
1 "bad" 6 0.4760127 0 0
1 "no" 18 0.3834689 1 1
1 "no" 24 0.9908836 1 1
1 "good" 24 1.851388 1 1
1 "bad" 30 2.172479 1 0
1 "bad" 48 1.965406 0 0
1 "bad" 36 1.441843 1 0
1 "no" 12 3.169498 0 1
1 "bad" 15 0.909077 0 0
1 "no" 36 1.096721 1 0
1 "no" 21 1.745551 1 1
1 "bad" 24 2.421478 1 1
1 "good" 36 5.610917 1 1
1 "no" 48 3.639887 0 1
1 "no" 12 0.3446108 1 1
1 "no" 12 0.5665115 0 1
1 "no" 24 0.613039 1 0
1 "no" 24 0.9320851 1 1
1 "good" 36 4.080109 1 0
1 "bad" 24 5.910534 1 1
1 "good" 36 4.894086 1 0
1 "no" 12 0.3200687 0 1
1 "no" 21 0.9382206 1 1
1 "good" 18 0.9244157 1 1
1 "bad" 30 1.759355 1 1
1 "bad" 24 1.055306 1 1
1 "no" 42 3.668008 1 1
1 "no" 18 1.631021 1 1
1 "good" 24 1.297659 1 0
1 "bad" 6 0.2213894 0 1
1 "no" 12 1.148362 1 1
1 "bad" 10 0.6340019 1 0
1 "no" 24 0.6943344 0 0
1 "no" 14 4.590378 1 0
1 "no" 12 0.7014924 1 0
1 "no" 45 0.9433335 1 1
1 "good" 12 0.7086506 1 0
1 "no" 21 0.8420977 0 0
1 "no" 18 0.7372829 0 0
1 "no" 36 1.176994 1 1
1 "bad" 18 2.197021 1 1
1 "no" 27 2.706268 0 0
1 "bad" 12 0.3916496 1 1
1 "no" 24 1.816109 0 1
1 "no" 12 0.3563704 0 0
1 "good" 36 2.281896 1 1
1 "no" 24 0.7009812 1 0
1 "no" 15 2.024205 1 0
1 "no" 18 2.027784 1 0
1 "no" 24 1.710271 1 1
1 "bad" 9 0.4903289 1 1
1 "bad" 24 0.9893498 1 0
1 "no" 24 0.8482332 1 1
1 "bad" 24 2.168389 0 0
1 "bad" 18 1.46434 1 1
1 "no" 15 0.4857273 0 0
1 "no" 6 1.730212 1 1
1 "no" 20 1.142737 1 0
1 "no" 36 1.386624 1 1
1 "bad" 12 0.42744 1 0
1 "no" 18 0.5782712 1 1
1 "no" 18 0.6217309 1 0
1 "bad" 24 6.431541 1 1
1 "no" 18 0.7940363 0 1
1 "no" 12 0.3717092 1 1
1 "no" 42 2.027272 1 1
1 "bad" 12 0.3113768 0 0
1 "no" 18 2.123395 1 1
1 "no" 24 0.7060941 1 0
1 "bad" 48 9.420041 0 0
1 "good" 36 3.643977 1 1
1 "no" 28 2.048235 1 0
1 "good" 6 2.357567 1 1
1 "no" 24 0.6171293 1 0
1 "bad" 9 0.7347264 0 0
1 "good" 18 0.7822766 1 0
1 "bad" 24 0.4841934 1 0
1 "bad" 6 7.441854 1 0
1 "bad" 18 0.9857708 1 1
1 "good" 18 1.108992 1 0
1 "no" 12 0.6278664 1 0
1 "good" 18 3.301923 0 0
1 "no" 36 4.207421 1 1
1 "good" 12 0.5741808 1 1
1 "bad" 30 2.676102 1 0
1 "no" 12 0.4611853 1 1
1 "bad" 24 1.042524 1 1
1 "no" 24 0.4678321 1 0
1 "no" 24 1.712317 0 1
1 "good" 12 1.171881 1 0
1 "no" 6 0.6125277 0 1
1 "bad" 12 0.4540272 1 0
1 "bad" 6 0.6181519 1 0
1 "bad" 15 1.345209 1 0
1 "no" 18 1.264425 1 1
1 "bad" 12 0.982703 1 1
1 "bad" 12 0.7587571 1 1
1 "no" 24 1.206138 1 1
1 "no" 24 1.247041 1 1
1 "no" 12 1.731234 1 1
1 "good" 9 0.7556894 1 1
1 "bad" 24 0.6370697 1 0
1 "bad" 15 0.7730733 1 1
1 "no" 24 0.7904572 0 1
1 "bad" 24 6.103802 1 0
1 "no" 18 1.042524 1 1
1 "no" 12 1.78901 1 0
1 "good" 10 0.6692811 1 0
1 "good" 21 6.483181 1 0
1 "no" 18 0.9622513 1 1
1 "good" 36 4.016198 1 0
1 "good" 18 0.9934401 1 1
1 "bad" 60 3.78765 1 0
1 "bad" 45 2.426591 1 1
1 "no" 12 0.3880706 1 0
1 "bad" 9 0.7674491 1 1
1 "good" 24 4.421652 1 0
1 "bad" 9 0.5808276 1 1
1 "no" 48 3.578532 1 1
1 "no" 24 1.616194 0 0
1 "no" 24 0.6815521 1 0
1 "no" 24 1.177505 1 0
1 "bad" 36 4.134306 1 0
1 "good" 18 1.418835 1 0
1 "good" 36 0.9300399 1 1
1 "no" 36 1.404008 0 1
1 "bad" 12 0.3267155 1 1
1 "no" 12 1.318622 1 0
1 "no" 12 0.3625059 1 1
1 "bad" 36 0.998553 0 0
1 "bad" 36 2.277805 1 0
1 "no" 24 0.6570101 1 0
1 "bad" 9 0.6835973 0 1
1 "good" 18 2.129531 0 0
1 "no" 12 0.4064771 1 1
1 "no" 48 2.354499 0 1
1 "no" 15 0.6518971 1 1
1 "bad" 36 1.365661 1 1
1 "bad" 54 8.152549 0 0
1 "no" 48 2.202646 1 0
1 "good" 21 1.319133 1 0
1 "no" 24 3.513598 0 1
1 "bad" 12 0.62531 1 0
1 "good" 21 2.557993 0 0
1 "bad" 12 0.7843218 1 1
1 "no" 12 2.476187 1 0
1 "no" 36 1.761912 1 1
1 "good" 48 2.476698 1 0
1 "bad" 48 2.605544 1 1
1 "no" 48 3.929278 0 0
1 "bad" 24 0.6928005 1 0
1 "bad" 48 3.280449 0 0
1 "bad" 72 2.860678 1 1
1 "no" 48 2.009888 1 0
1 "no" 45 6.041425 0 0
1 "good" 30 3.82702 0 1
1 "bad" 30 1.099278 1 0
1 "no" 18 1.592163 0 1
1 "no" 12 0.6513859 1 0
1 "good" 15 2.363703 1 1
1 "bad" 48 5.60427 1 1
1 "no" 48 3.236989 1 1
1 "bad" 18 0.5327662 1 0
1 "good" 12 0.4074996 1 1
1 "no" 6 0.2290588 1 1
1 "bad" 12 1.412188 1 1
1 "bad" 21 0.6074147 1 0
1 "bad" 9 0.4693659 1 1
1 "good" 12 0.3676189 1 1
1 "no" 12 0.5532178 0 0
1 "bad" 36 7.320677 1 0
1 "no" 48 1.559952 1 1
1 "no" 33 2.188841 1 1
1 "good" 12 0.7950588 1 1
1 "no" 16 1.342141 1 0
1 "bad" 21 1.414745 1 0
1 "bad" 12 1.518026 0 1
1 "bad" 9 2.622416 0 1
1 "no" 24 2.10141 0 1
1 "good" 24 1.225567 1 1
1 "bad" 27 4.252926 0 0
1 "bad" 18 6.634523 1 1
1 "bad" 48 3.354075 1 0
1 "no" 36 2.647981 1 1
1 "bad" 24 1.389691 1 0
1 "bad" 36 1.21892 1 1
1 "good" 18 0.2213894 1 1
1 "no" 24 1.015937 1 1
1 "no" 24 1.653518 1 1
1 "bad" 24 0.6217309 1 1
1 "bad" 24 2.074311 1 1
1 "no" 18 0.6876876 1 1
1 "no" 42 2.234345 1 1
1 "no" 24 2.489991 1 0
1 "bad" 12 0.662123 1 0
1 "no" 48 3.140866 1 1
1 "bad" 12 0.3502349 1 0
1 "no" 36 1.010824 1 1
1 "no" 18 0.4990209 1 0
1 "good" 48 2.001196 1 0
1 "no" 30 6.13448 1 1
1 "bad" 15 3.502349 0 0
1 "bad" 48 8.012966 1 0
1 "bad" 15 1.189776 1 1
1 "no" 24 0.5235629 1 1
1 "bad" 30 0.9755449 1 0
1 "bad" 60 7.171891 1 0
